location,datetime,sensorType,value
Noora's farm,2020-05-05T20:00:16.382Z,pH,5.74
Noora's farm,2020-05-05T20:00:16.382Z,rainFall,0
Noora's farm,2020-05-05T04:58:45.736Z,temperature,19.3
Noora's farm,2020-05-06T04:58:45.736Z,pH,6.14
Noora's farm,2020-05-06T04:58:45.736Z,rainFall,2.4
Noora's farm,2020-05-06T10:35:37.897Z,temperature,23.4
Noora's farm,2020-05-07T10:23:41.939Z,pH,5.72
Noora's farm,2020-05-07T10:23:41.939Z,rainFall,3.4
Noora's farm,2020-05-08T07:02:31.274Z,pH,6.47
Noora's farm,2020-05-08T07:02:31.274Z,rainFall,5.2
Noora's farm,2020-05-08T05:02:39.477Z,temperature,13.4
Noora's farm,2020-05-08T19:41:41.694Z,temperature,10.5
Noora's farm,2020-05-09T19:41:41.694Z,pH,6.05
Noora's farm,2020-05-09T19:41:41.694Z,rainFall,2.9
Noora's farm,2020-05-10T16:27:25.417Z,pH,6.39
Noora's farm,2020-05-10T16:27:25.417Z,rainFall,0
Noora's farm,2020-05-10T21:39:21.736Z,pH,6.01
Noora's farm,2020-05-10T21:39:21.736Z,rainFall,3.4
Noora's farm,2020-05-12T17:27:20.185Z,pH,6.40
Noora's farm,2020-05-12T17:27:20.185Z,rainFall,0
Noora's farm,2020-05-13T11:36:43.098Z,pH,6.27
Noora's farm,2020-05-13T11:36:43.098Z,rainFall,0
Noora's farm,2020-05-13T13:30:43.289Z,temperature,25.4
Noora's farm,2020-05-14T06:11:56.535Z,pH,6.20
Noora's farm,2020-05-14T06:11:56.535Z,rainFall,0
Noora's farm,2020-05-15T17:00:05.603Z,pH,6.51
Noora's farm,2020-05-15T17:00:05.603Z,rainFall,0
Noora's farm,2020-05-16T10:03:43.884Z,pH,6.53
Noora's farm,2020-05-16T10:03:43.884Z,rainFall,0
Noora's farm,2020-05-16T22:56:07.080Z,pH,6.40
Noora's farm,2020-05-16T22:56:07.080Z,rainFall,3.7
Noora's farm,2020-05-17T03:56:05.186Z,temperature,28.5
Noora's farm,2020-05-18T03:56:05.186Z,pH,6.13
Noora's farm,2020-05-18T03:56:05.186Z,rainFall,0
Noora's farm,2020-05-19T00:29:15.195Z,pH,6.44
Noora's farm,2020-05-19T00:29:15.195Z,rainFall,0
Noora's farm,2020-05-20T11:25:14.067Z,pH,5.88
Noora's farm,2020-05-20T11:25:14.067Z,rainFall,6.0
Noora's farm,2020-05-20T09:39:36.196Z,temperature,30.8
Noora's farm,2020-05-21T16:05:31.892Z,pH,5.96
Noora's farm,2020-05-21T16:05:31.892Z,rainFall,3.2
Noora's farm,2020-05-22T08:56:18.272Z,pH,5.77
Noora's farm,2020-05-22T08:56:18.272Z,rainFall,0
Noora's farm,2020-05-23T20:15:57.000Z,pH,5.81
Noora's farm,2020-05-23T20:15:57.000Z,rainFall,6.3
Noora's farm,2020-05-22T21:06:28.954Z,temperature,12.1
Noora's farm,2020-05-23T21:06:28.954Z,pH,6.59
Noora's farm,2020-05-23T21:06:28.954Z,rainFall,3.6
Noora's farm,2020-05-25T06:31:41.481Z,pH,5.70
Noora's farm,2020-05-25T06:31:41.481Z,rainFall,0
Noora's farm,2020-05-25T21:23:54.265Z,pH,6.58
Noora's farm,2020-05-25T21:23:54.265Z,rainFall,0
Noora's farm,2020-05-27T20:10:54.218Z,pH,6.15
Noora's farm,2020-05-27T20:10:54.218Z,rainFall,2.8
Noora's farm,2020-05-28T20:27:29.000Z,pH,6.37
Noora's farm,2020-05-28T20:27:29.000Z,rainFall,0
Noora's farm,2020-05-29T18:30:27.514Z,pH,6.40
Noora's farm,2020-05-29T18:30:27.514Z,rainFall,0
Noora's farm,2020-05-29T23:52:59.044Z,pH,5.64
Noora's farm,2020-05-29T23:52:59.044Z,rainFall,0
Noora's farm,2020-05-31T00:16:25.889Z,pH,6.28
Noora's farm,2020-05-31T00:16:25.889Z,rainFall,4.7
Noora's farm,2020-06-01T15:02:03.527Z,pH,6.23
Noora's farm,2020-06-01T15:02:03.527Z,rainFall,4.1
Noora's farm,2020-06-01T12:33:50.422Z,temperature,26.3
Noora's farm,2020-06-01T23:10:43.641Z,pH,6.29
Noora's farm,2020-06-01T23:10:43.641Z,rainFall,3.9
Noora's farm,2020-06-03T12:51:04.381Z,pH,6.49
Noora's farm,2020-06-03T12:51:04.381Z,rainFall,0
Noora's farm,2020-06-04T05:25:30.557Z,pH,6.39
Noora's farm,2020-06-04T05:25:30.557Z,rainFall,5.0
Noora's farm,2020-06-04T09:04:04.081Z,temperature,31.4
Noora's farm,2020-06-05T09:04:04.081Z,pH,6.43
Noora's farm,2020-06-05T09:04:04.081Z,rainFall,3.9
Noora's farm,2020-06-06T06:41:32.101Z,pH,6.19
Noora's farm,2020-06-06T06:41:32.101Z,rainFall,5.1
Noora's farm,2020-06-05T23:28:06.018Z,temperature,20.5
Noora's farm,2020-06-06T23:28:06.018Z,pH,5.71
Noora's farm,2020-06-06T23:28:06.018Z,rainFall,0
Noora's farm,2020-06-06T21:55:41.267Z,temperature,16.6
Noora's farm,2020-06-08T11:08:13.011Z,pH,6.60
Noora's farm,2020-06-08T11:08:13.011Z,rainFall,9.1
Noora's farm,2020-06-09T16:02:48.891Z,pH,6.11
Noora's farm,2020-06-09T16:02:48.891Z,rainFall,0
Noora's farm,2020-06-09T11:38:33.120Z,temperature,28.9
Noora's farm,2020-06-10T11:38:33.120Z,pH,5.67
Noora's farm,2020-06-10T11:38:33.120Z,rainFall,0
Noora's farm,2020-06-11T05:07:31.250Z,pH,5.84
Noora's farm,2020-06-11T05:07:31.250Z,rainFall,0
Noora's farm,2020-06-12T20:32:51.925Z,pH,6.20
Noora's farm,2020-06-12T20:32:51.925Z,rainFall,5.9
Noora's farm,2020-06-12T19:36:38.128Z,temperature,19.3
Noora's farm,2020-06-13T19:36:38.128Z,pH,6.24
Noora's farm,2020-06-13T19:36:38.128Z,rainFall,0
Noora's farm,2020-06-13T21:50:21.199Z,pH,6.10
Noora's farm,2020-06-13T21:50:21.199Z,rainFall,0
Noora's farm,2020-06-15T20:15:44.474Z,pH,6.58
Noora's farm,2020-06-15T20:15:44.474Z,rainFall,0
Noora's farm,2020-06-16T00:37:17.450Z,pH,6.61
Noora's farm,2020-06-16T00:37:17.450Z,rainFall,3.4
Noora's farm,2020-06-17T10:33:58.645Z,pH,5.71
Noora's farm,2020-06-17T10:33:58.645Z,rainFall,0
Noora's farm,2020-06-17T19:36:42.998Z,temperature,17.6
Noora's farm,2020-06-18T12:38:37.253Z,pH,6.18
Noora's farm,2020-06-18T12:38:37.253Z,rainFall,186.3
Noora's farm,2020-06-19T00:22:42.608Z,pH,5.74
Noora's farm,2020-06-19T00:22:42.608Z,rainFall,4.4
Noora's farm,2020-06-20T12:53:30.721Z,pH,5.84
Noora's farm,2020-06-20T12:53:30.721Z,rainFall,0
Noora's farm,2020-06-21T00:42:49.220Z,pH,5.69
Noora's farm,2020-06-21T00:42:49.220Z,rainFall,0
Noora's farm,2020-06-21T01:37:09.155Z,temperature,29.2
Noora's farm,2020-06-22T01:37:09.155Z,pH,6.26
Noora's farm,2020-06-22T01:37:09.155Z,rainFall,0
Noora's farm,2020-06-22T21:29:37.520Z,pH,5.83
Noora's farm,2020-06-22T21:29:37.520Z,rainFall,0
Noora's farm,2020-06-23T08:45:26.787Z,temperature,20.4
Noora's farm,2020-06-24T08:45:26.787Z,pH,5.77
Noora's farm,2020-06-24T08:45:26.787Z,rainFall,4.5
Noora's farm,2020-06-25T04:12:39.815Z,pH,5.75
Noora's farm,2020-06-25T04:12:39.815Z,rainFall,0
Noora's farm,2020-06-26T04:54:17.142Z,pH,5.71
Noora's farm,2020-06-26T04:54:17.142Z,rainFall,4.8
Noora's farm,2020-06-27T08:13:07.998Z,pH,6.14
Noora's farm,2020-06-27T08:13:07.998Z,rainFall,0
Noora's farm,2020-06-28T16:51:38.772Z,pH,6.20
Noora's farm,2020-06-28T16:51:38.772Z,rainFall,4.3
Noora's farm,2020-06-28T16:30:36.930Z,temperature,28.9
Noora's farm,2020-06-28T02:20:59.851Z,temperature,30.2
Noora's farm,2020-06-29T02:20:59.851Z,pH,6.06
Noora's farm,2020-06-29T02:20:59.851Z,rainFall,4.9
Noora's farm,2020-06-30T03:23:49.723Z,pH,5.86
Noora's farm,2020-06-30T03:23:49.723Z,rainFall,5.1
Noora's farm,2020-06-30T23:56:24.205Z,pH,5.89
Noora's farm,2020-06-30T23:56:24.205Z,rainFall,0
Noora's farm,2020-07-01T20:46:58.138Z,temperature,14.2
Noora's farm,2020-07-02T12:28:04.820Z,pH,5.65
Noora's farm,2020-07-02T12:28:04.820Z,rainFall,0
Noora's farm,2020-07-02T12:29:26.884Z,temperature,27.3
Noora's farm,2020-07-03T12:29:26.884Z,pH,5.99
Noora's farm,2020-07-03T12:29:26.884Z,rainFall,0
Noora's farm,2020-07-03T22:36:55.602Z,pH,5.92
Noora's farm,2020-07-03T22:36:55.602Z,rainFall,0
Noora's farm,2020-07-05T08:24:00.311Z,pH,5.94
Noora's farm,2020-07-05T08:24:00.311Z,rainFall,4.4
Noora's farm,2020-07-05T21:16:33.960Z,pH,5.72
Noora's farm,2020-07-05T21:16:33.960Z,rainFall,0
Noora's farm,2020-07-06T14:06:20.162Z,temperature,24.3
Noora's farm,2020-07-06T00:59:05.996Z,temperature,21.7
Noora's farm,2020-07-07T00:59:05.996Z,pH,6.08
Noora's farm,2020-07-07T00:59:05.996Z,rainFall,0
Noora's farm,2020-07-08T18:35:56.719Z,pH,6.31
Noora's farm,2020-07-08T18:35:56.719Z,rainFall,3.5
Noora's farm,2020-07-08T13:36:20.018Z,temperature,26.2
Noora's farm,2020-07-08T13:16:00.543Z,temperature,25.2
Noora's farm,2020-07-09T13:16:00.543Z,pH,6.05
Noora's farm,2020-07-09T13:16:00.543Z,rainFall,0
Noora's farm,2020-07-09T23:24:00.801Z,pH,6.24
Noora's farm,2020-07-09T23:24:00.801Z,rainFall,7.7
Noora's farm,2020-07-09T22:22:52.426Z,temperature,15.2
Noora's farm,2020-07-10T22:22:52.426Z,pH,5.73
Noora's farm,2020-07-10T22:22:52.426Z,rainFall,0
Noora's farm,2020-07-12T16:03:53.708Z,pH,6.37
Noora's farm,2020-07-12T16:03:53.708Z,rainFall,4.2
Noora's farm,2020-07-12T00:08:00.687Z,temperature,16.7
Noora's farm,2020-07-13T12:13:40.057Z,pH,5.84
Noora's farm,2020-07-13T12:13:40.057Z,rainFall,6.6
Noora's farm,2020-07-14T19:39:38.173Z,pH,6.38
Noora's farm,2020-07-14T19:39:38.173Z,rainFall,5.1
Noora's farm,2020-07-13T23:06:49.559Z,temperature,24.9
Noora's farm,2020-07-14T23:06:49.559Z,pH,5.68
Noora's farm,2020-07-14T23:06:49.559Z,rainFall,8.3
Noora's farm,2020-07-16T16:27:49.908Z,pH,5.68
Noora's farm,2020-07-16T16:27:49.908Z,rainFall,0
Noora's farm,2020-07-17T08:00:42.982Z,pH,6.41
Noora's farm,2020-07-17T08:00:42.982Z,rainFall,0
Noora's farm,2020-07-18T10:24:07.908Z,pH,6.24
Noora's farm,2020-07-18T10:24:07.908Z,rainFall,6.0
Noora's farm,2020-07-18T03:26:34.179Z,temperature,30.0
Noora's farm,2020-07-19T11:10:59.656Z,pH,6.46
Noora's farm,2020-07-19T11:10:59.656Z,rainFall,5.6
Noora's farm,2020-07-20T01:21:58.724Z,pH,5.67
Noora's farm,2020-07-20T01:21:58.724Z,rainFall,0
Noora's farm,2020-07-19T21:08:13.361Z,temperature,14.0
Noora's farm,2020-07-21T00:17:50.146Z,pH,6.03
Noora's farm,2020-07-21T00:17:50.146Z,rainFall,0
Noora's farm,2020-07-22T09:41:58.128Z,pH,6.09
Noora's farm,2020-07-22T09:41:58.128Z,rainFall,5.2
Noora's farm,2020-07-22T18:32:45.372Z,temperature,20.7
Noora's farm,2020-07-22T09:34:43.299Z,temperature,22.9
Noora's farm,2020-07-23T09:34:43.299Z,pH,5.96
Noora's farm,2020-07-23T09:34:43.299Z,rainFall,0
Noora's farm,2020-07-24T19:21:15.820Z,pH,5.67
Noora's farm,2020-07-24T19:21:15.820Z,rainFall,5.4
Noora's farm,2020-07-25T00:35:15.780Z,pH,6.28
Noora's farm,2020-07-25T00:35:15.780Z,rainFall,0
Noora's farm,2020-07-26T10:06:11.360Z,pH,6.40
Noora's farm,2020-07-26T10:06:11.360Z,rainFall,4.4
Noora's farm,2020-07-27T20:25:39.910Z,pH,6.34
Noora's farm,2020-07-27T20:25:39.910Z,rainFall,5.0
Noora's farm,2020-07-27T11:02:18.125Z,temperature,31.8
Noora's farm,2020-07-28T11:02:18.125Z,pH,5.91
Noora's farm,2020-07-28T11:02:18.125Z,rainFall,0
Noora's farm,2020-07-29T01:37:06.458Z,pH,5.95
Noora's farm,2020-07-29T01:37:06.458Z,rainFall,0
Noora's farm,2020-07-30T17:28:08.811Z,pH,6.61
Noora's farm,2020-07-30T17:28:08.811Z,rainFall,0
Noora's farm,2020-07-31T16:18:29.841Z,pH,5.71
Noora's farm,2020-07-31T16:18:29.841Z,rainFall,0
Noora's farm,2020-07-31T09:02:32.013Z,temperature,32.2
Noora's farm,2020-08-01T09:02:32.013Z,pH,6.16
Noora's farm,2020-08-01T09:02:32.013Z,rainFall,8.4
Noora's farm,2020-08-01T01:41:18.832Z,temperature,28.9
Noora's farm,2020-08-01T10:11:14.202Z,temperature,30.9
Noora's farm,2020-08-02T10:11:14.202Z,pH,6.00
Noora's farm,2020-08-02T10:11:14.202Z,rainFall,6.1
Noora's farm,2020-08-03T00:22:59.983Z,pH,6.11
Noora's farm,2020-08-03T00:22:59.983Z,rainFall,0
Noora's farm,2020-08-04T06:48:08.194Z,pH,6.21
Noora's farm,2020-08-04T06:48:08.194Z,rainFall,3.0
Noora's farm,2020-08-05T16:46:32.298Z,pH,6.46
Noora's farm,2020-08-05T16:46:32.298Z,rainFall,0
Noora's farm,2020-08-04T23:17:03.551Z,temperature,16.6
Noora's farm,2020-08-06T20:00:45.010Z,pH,6.40
Noora's farm,2020-08-06T20:00:45.010Z,rainFall,0
Noora's farm,2020-08-07T14:13:45.700Z,pH,6.33
Noora's farm,2020-08-07T14:13:45.700Z,rainFall,0
Noora's farm,2020-08-08T12:48:51.926Z,pH,5.90
Noora's farm,2020-08-08T12:48:51.926Z,rainFall,0
Noora's farm,2020-08-09T04:34:44.970Z,pH,6.21
Noora's farm,2020-08-09T04:34:44.970Z,rainFall,0
Noora's farm,2020-08-09T23:57:27.135Z,pH,5.85
Noora's farm,2020-08-09T23:57:27.135Z,rainFall,12.4
Noora's farm,2020-08-09T22:29:05.330Z,temperature,14.1
Noora's farm,2020-08-10T22:29:05.330Z,pH,6.14
Noora's farm,2020-08-10T22:29:05.330Z,rainFall,4.8
Noora's farm,2020-08-10T22:06:59.329Z,temperature,20.4
Noora's farm,2020-08-11T03:34:00.315Z,temperature,23.1
Noora's farm,2020-08-12T03:34:00.315Z,pH,5.85
Noora's farm,2020-08-12T03:34:00.315Z,rainFall,0
Noora's farm,2020-08-13T16:13:24.594Z,pH,5.87
Noora's farm,2020-08-13T16:13:24.594Z,rainFall,0
Noora's farm,2020-08-14T11:47:38.570Z,pH,5.88
Noora's farm,2020-08-14T11:47:38.570Z,rainFall,5.3
Noora's farm,2020-08-13T22:13:36.601Z,temperature,15.1
Noora's farm,2020-08-15T10:51:49.796Z,pH,5.78
Noora's farm,2020-08-15T10:51:49.796Z,rainFall,6.6
Noora's farm,2020-08-15T16:34:48.950Z,temperature,13.6
Noora's farm,2020-08-16T12:18:27.026Z,pH,6.02
Noora's farm,2020-08-16T12:18:27.026Z,rainFall,0
Noora's farm,2020-08-17T12:11:39.970Z,pH,5.72
Noora's farm,2020-08-17T12:11:39.970Z,rainFall,0
Noora's farm,2020-08-17T03:32:48.152Z,temperature,21.2
Noora's farm,2020-08-17T16:14:55.932Z,temperature,21.5
Noora's farm,2020-08-18T16:14:55.932Z,pH,6.24
Noora's farm,2020-08-18T16:14:55.932Z,rainFall,0
Noora's farm,2020-08-19T18:11:47.241Z,pH,5.95
Noora's farm,2020-08-19T18:11:47.241Z,rainFall,0
Noora's farm,2020-08-19T13:30:22.293Z,temperature,29.1
Noora's farm,2020-08-20T20:24:48.948Z,pH,6.59
Noora's farm,2020-08-20T20:24:48.948Z,rainFall,4.5
Noora's farm,2020-08-20T20:25:48.651Z,temperature,11.9
Noora's farm,2020-08-21T02:29:30.243Z,pH,6.57
Noora's farm,2020-08-21T02:29:30.243Z,rainFall,0
Noora's farm,2020-08-22T16:23:18.623Z,pH,5.73
Noora's farm,2020-08-22T16:23:18.623Z,rainFall,4.5
Noora's farm,2020-08-23T02:25:40.876Z,pH,5.81
Noora's farm,2020-08-23T02:25:40.876Z,rainFall,4.1
Noora's farm,2020-08-24T14:52:26.438Z,pH,5.88
Noora's farm,2020-08-24T14:52:26.438Z,rainFall,0
Noora's farm,2020-08-25T06:23:50.870Z,pH,5.64
Noora's farm,2020-08-25T06:23:50.870Z,rainFall,0
Noora's farm,2020-08-26T17:01:42.798Z,pH,6.45
Noora's farm,2020-08-26T17:01:42.798Z,rainFall,0
Noora's farm,2020-08-27T02:19:56.015Z,pH,6.48
Noora's farm,2020-08-27T02:19:56.015Z,rainFall,0
Noora's farm,2020-08-27T12:31:41.965Z,temperature,16.8
Noora's farm,2020-08-28T12:31:41.965Z,pH,6.50
Noora's farm,2020-08-28T12:31:41.965Z,rainFall,5.0
Noora's farm,2020-08-28T02:55:05.342Z,temperature,22.5
Noora's farm,2020-08-28T17:14:55.572Z,temperature,23.4
Noora's farm,2020-08-29T17:14:55.572Z,pH,6.47
Noora's farm,2020-08-29T17:14:55.572Z,rainFall,4.9
Noora's farm,2020-08-30T10:39:39.201Z,pH,6.06
Noora's farm,2020-08-30T10:39:39.201Z,rainFall,5.0
Noora's farm,2020-08-30T01:49:53.378Z,temperature,17.2
Noora's farm,2020-08-31T01:49:53.378Z,pH,6.61
Noora's farm,2020-08-31T01:49:53.378Z,rainFall,0
Noora's farm,2020-08-31T21:38:21.716Z,pH,6.05
Noora's farm,2020-08-31T21:38:21.716Z,rainFall,0
Noora's farm,2020-09-01T04:09:21.198Z,temperature,14.1
Noora's farm,2020-09-02T04:09:21.198Z,pH,5.79
Noora's farm,2020-09-02T04:09:21.198Z,rainFall,0
Noora's farm,2020-09-03T13:55:33.883Z,pH,6.04
Noora's farm,2020-09-03T13:55:33.883Z,rainFall,0
Noora's farm,2020-09-04T06:53:13.095Z,pH,5.65
Noora's farm,2020-09-04T06:53:13.095Z,rainFall,0
Noora's farm,2020-09-03T21:34:49.603Z,temperature,8.1
Noora's farm,2020-09-05T17:11:40.837Z,pH,6.02
Noora's farm,2020-09-05T17:11:40.837Z,rainFall,0
Noora's farm,2020-09-05T23:58:44.152Z,pH,6.39
Noora's farm,2020-09-05T23:58:44.152Z,rainFall,4.4
Noora's farm,2020-09-07T20:34:10.872Z,pH,6.05
Noora's farm,2020-09-07T20:34:10.872Z,rainFall,3.3
Noora's farm,2020-09-08T17:20:55.480Z,pH,6.33
Noora's farm,2020-09-08T17:20:55.480Z,rainFall,4.1
Noora's farm,2020-09-09T10:50:22.753Z,pH,5.72
Noora's farm,2020-09-09T10:50:22.753Z,rainFall,0
Noora's farm,2020-09-10T10:05:36.059Z,pH,6.07
Noora's farm,2020-09-10T10:05:36.059Z,rainFall,2.9
Noora's farm,2020-09-10T00:26:13.808Z,temperature,14.9
Noora's farm,2020-09-10T04:14:04.659Z,temperature,18.6
Noora's farm,2020-09-11T04:14:04.659Z,pH,6.20
Noora's farm,2020-09-11T04:14:04.659Z,rainFall,0
Noora's farm,2020-09-11T14:31:31.417Z,temperature,20.3
Noora's farm,2020-09-11T17:45:49.933Z,temperature,18.5
Noora's farm,2020-09-12T17:45:49.933Z,pH,6.53
Noora's farm,2020-09-12T17:45:49.933Z,rainFall,0
Noora's farm,2020-09-12T23:33:58.283Z,pH,6.06
Noora's farm,2020-09-12T23:33:58.283Z,rainFall,3.6
Noora's farm,2020-09-13T07:53:31.558Z,temperature,17.2
Noora's farm,2020-09-13T18:31:10.306Z,temperature,14.8
Noora's farm,2020-09-14T18:31:10.306Z,pH,5.69
Noora's farm,2020-09-14T18:31:10.306Z,rainFall,10.9
Noora's farm,2020-09-13T21:52:42.145Z,temperature,7.8
Noora's farm,2020-09-14T21:52:42.145Z,pH,5.77
Noora's farm,2020-09-14T21:52:42.145Z,rainFall,4.7
Noora's farm,2020-09-15T11:18:31.241Z,temperature,23.8
Noora's farm,2020-09-16T03:48:52.488Z,pH,6.42
Noora's farm,2020-09-16T03:48:52.488Z,rainFall,2.1
Noora's farm,2020-09-17T11:30:18.767Z,pH,5.76
Noora's farm,2020-09-17T11:30:18.767Z,rainFall,0
Noora's farm,2020-09-18T08:51:58.036Z,pH,5.85
Noora's farm,2020-09-18T08:51:58.036Z,rainFall,0
Noora's farm,2020-09-19T09:28:31.571Z,pH,6.54
Noora's farm,2020-09-19T09:28:31.571Z,rainFall,0
Noora's farm,2020-09-20T01:10:19.688Z,pH,5.74
Noora's farm,2020-09-20T01:10:19.688Z,rainFall,1.8
Noora's farm,2020-09-21T03:59:57.191Z,pH,5.77
Noora's farm,2020-09-21T03:59:57.191Z,rainFall,4.5
Noora's farm,2020-09-21T20:15:12.155Z,temperature,9.7
Noora's farm,2020-09-22T19:34:38.419Z,pH,6.31
Noora's farm,2020-09-22T19:34:38.419Z,rainFall,9.5
Noora's farm,2020-09-23T06:49:19.200Z,pH,6.04
Noora's farm,2020-09-23T06:49:19.200Z,rainFall,0
Noora's farm,2020-09-24T14:34:24.525Z,pH,6.01
Noora's farm,2020-09-24T14:34:24.525Z,rainFall,0
Noora's farm,2020-09-24T21:17:29.426Z,pH,5.85
Noora's farm,2020-09-24T21:17:29.426Z,rainFall,0
Noora's farm,2020-09-24T22:38:06.330Z,temperature,5.6
Noora's farm,2020-09-25T22:38:06.330Z,pH,5.67
Noora's farm,2020-09-25T22:38:06.330Z,rainFall,0
Noora's farm,2020-09-25T21:57:11.071Z,temperature,3.3
Noora's farm,2020-09-26T21:57:11.071Z,pH,6.13
Noora's farm,2020-09-26T21:57:11.071Z,rainFall,0
Noora's farm,2020-09-28T10:05:47.956Z,pH,5.98
Noora's farm,2020-09-28T10:05:47.956Z,rainFall,5.8
Noora's farm,2020-09-29T07:02:36.895Z,pH,6.41
Noora's farm,2020-09-29T07:02:36.895Z,rainFall,4.9
Noora's farm,2020-09-29T12:49:31.053Z,temperature,21.1
Noora's farm,2020-09-30T12:49:31.053Z,pH,6.38
Noora's farm,2020-09-30T12:49:31.053Z,rainFall,0
Noora's farm,2020-09-30T21:52:31.564Z,pH,5.91
Noora's farm,2020-09-30T21:52:31.564Z,rainFall,7.7
Noora's farm,2020-10-02T07:15:53.648Z,pH,6.31
Noora's farm,2020-10-02T07:15:53.648Z,rainFall,7.8
Noora's farm,2020-10-03T16:31:45.974Z,pH,6.20
Noora's farm,2020-10-03T16:31:45.974Z,rainFall,2.2
Noora's farm,2020-10-03T03:38:49.342Z,temperature,12.6
Noora's farm,2020-10-03T13:04:03.020Z,temperature,13.5
Noora's farm,2020-10-04T13:04:03.020Z,pH,6.55
Noora's farm,2020-10-04T13:04:03.020Z,rainFall,3.8
Noora's farm,2020-10-05T01:21:11.863Z,pH,5.84
Noora's farm,2020-10-05T01:21:11.863Z,rainFall,0
Noora's farm,2020-10-06T15:28:33.633Z,pH,6.33
Noora's farm,2020-10-06T15:28:33.633Z,rainFall,11.6
Noora's farm,2020-10-06T14:36:45.248Z,temperature,15.9
Noora's farm,2020-10-07T14:36:45.248Z,pH,6.01
Noora's farm,2020-10-07T14:36:45.248Z,rainFall,8.1
Noora's farm,2020-10-08T09:22:57.126Z,pH,6.13
Noora's farm,2020-10-08T09:22:57.126Z,rainFall,0
Noora's farm,2020-10-08T04:48:06.439Z,temperature,14.8
Noora's farm,2020-10-09T08:38:18.345Z,pH,5.65
Noora's farm,2020-10-09T08:38:18.345Z,rainFall,5.4
Noora's farm,2020-10-10T07:04:59.612Z,pH,5.66
Noora's farm,2020-10-10T07:04:59.612Z,rainFall,3.8
Noora's farm,2020-10-09T23:53:43.426Z,temperature,3.3
Noora's farm,2020-10-10T19:55:25.101Z,temperature,2.9
Noora's farm,2020-10-11T19:55:25.101Z,pH,6.63
Noora's farm,2020-10-11T19:55:25.101Z,rainFall,2.8
Noora's farm,2020-10-11T21:38:02.575Z,pH,6.47
Noora's farm,2020-10-11T21:38:02.575Z,rainFall,0
Noora's farm,2020-10-12T18:38:12.291Z,temperature,8.8
Noora's farm,2020-10-13T18:38:12.291Z,pH,6.22
Noora's farm,2020-10-13T18:38:12.291Z,rainFall,2.7
Noora's farm,2020-10-14T16:37:03.178Z,pH,6.62
Noora's farm,2020-10-14T16:37:03.178Z,rainFall,0
Noora's farm,2020-10-14T08:33:20.831Z,temperature,17.4
Noora's farm,2020-10-15T08:33:20.831Z,pH,5.65
Noora's farm,2020-10-15T08:33:20.831Z,rainFall,11.8
Noora's farm,2020-10-16T05:16:21.109Z,pH,5.99
Noora's farm,2020-10-16T05:16:21.109Z,rainFall,0
Noora's farm,2020-10-16T13:01:37.543Z,temperature,2.5
Noora's farm,2020-10-17T15:00:24.951Z,pH,5.66
Noora's farm,2020-10-17T15:00:24.951Z,rainFall,3.1
Noora's farm,2020-10-17T00:05:49.647Z,temperature,4.5
Noora's farm,2020-10-18T00:05:49.647Z,pH,5.85
Noora's farm,2020-10-18T00:05:49.647Z,rainFall,0
Noora's farm,2020-10-19T12:48:13.329Z,pH,5.71
Noora's farm,2020-10-19T12:48:13.329Z,rainFall,0
Noora's farm,2020-10-19T03:13:04.746Z,temperature,2.1
Noora's farm,2020-10-20T03:13:04.746Z,pH,5.72
Noora's farm,2020-10-20T03:13:04.746Z,rainFall,4.0
Noora's farm,2020-10-20T02:08:11.908Z,temperature,-0.1
Noora's farm,2020-10-19T21:28:39.209Z,temperature,-3.0
Noora's farm,2020-10-20T21:28:39.209Z,pH,5.97
Noora's farm,2020-10-20T21:28:39.209Z,rainFall,0
Noora's farm,2020-10-22T01:14:07.957Z,pH,5.80
Noora's farm,2020-10-22T01:14:07.957Z,rainFall,3.1
Noora's farm,2020-10-23T06:26:06.391Z,pH,5.79
Noora's farm,2020-10-23T06:26:06.391Z,rainFall,1.7
Noora's farm,2020-10-23T02:49:46.640Z,temperature,5.9
Noora's farm,2020-10-24T12:15:08.522Z,pH,6.41
Noora's farm,2020-10-24T12:15:08.522Z,rainFall,3.0
Noora's farm,2020-10-24T00:20:53.006Z,temperature,-0.8
Noora's farm,2020-10-25T00:20:53.006Z,pH,6.37
Noora's farm,2020-10-25T00:20:53.006Z,rainFall,0
Noora's farm,2020-10-25T07:54:38.959Z,temperature,9.7
Noora's farm,2020-10-26T07:54:38.959Z,pH,5.99
Noora's farm,2020-10-26T07:54:38.959Z,rainFall,4.4
Noora's farm,2020-10-27T13:05:58.275Z,pH,6.37
Noora's farm,2020-10-27T13:05:58.275Z,rainFall,0
Noora's farm,2020-10-27T01:57:56.593Z,temperature,-2.1
Noora's farm,2020-10-28T01:57:56.593Z,pH,6.20
Noora's farm,2020-10-28T01:57:56.593Z,rainFall,3.7
Noora's farm,2020-10-29T20:52:35.315Z,pH,6.09
Noora's farm,2020-10-29T20:52:35.315Z,rainFall,3.7
Noora's farm,2020-10-30T09:21:48.087Z,pH,5.94
Noora's farm,2020-10-30T09:21:48.087Z,rainFall,4.6
Noora's farm,2020-10-30T19:49:31.666Z,temperature,-1.5
Noora's farm,2020-10-30T05:29:21.340Z,temperature,-1.3
Noora's farm,2020-10-30T18:28:32.873Z,temperature,-2.7
